,vault_name,vault_type,vault_apy,vault_total_assets
2021-05-02 16:31:52.648255,crvUST,v1,29.81%,"$7,849,860"
2021-05-02 16:31:52.668601,crvLINK,v1,10.98%,"$91,883,959"
2021-05-02 16:31:52.690878,3Crv,v1,13.12%,"$78,444,394"
2021-05-02 16:31:52.714537,crvSUSD,v1,28.43%,"$35,782,188"
2021-05-02 16:31:52.742246,USDT,v1,11.44%,"$11,275,223"
2021-05-02 16:31:52.770427,crvEURS,v1,61.56%,"$39,689,871"
2021-05-02 16:31:52.797472,crvHUSD,v1,35.63%,$692
2021-05-02 16:31:52.820939,TUSD,v1,11.68%,"$3,206,918"
2021-05-02 16:31:52.846874,LINK,v1,0.00%,"$250,610"
2021-05-02 16:31:52.872089,DAI,v1,9.87%,"$6,776,566"
2021-05-02 16:31:52.897601,crvUSDP,v1,32.42%,"$78,057,269"
2021-05-02 16:31:52.926609,crvBUSD,v1,16.68%,"$21,336,624"
2021-05-02 16:31:52.961330,crvANKR,v1,19.83%,"$1,310,376"
2021-05-02 16:31:52.995515,aLINK,v1,0.00%,"$14,129,583"
2021-05-02 16:31:53.024677,mUSD,v1,18.15%,"$116,533"
2021-05-03 16:36:47.129956,yveCRV - ETH,v1,63.77%,"$7,880,184"
2021-05-03 16:36:47.135241,yveCRV,v1,12.47%,$0
2021-05-03 16:36:47.140121,yvBOOST,v2,12.76%,"$5,197,737"
2021-05-03 16:36:47.144974,yvBOOST - ETH,v2,102.48%,"$11,777,739"
2021-05-03 16:36:47.153439,USDC,v2,15.76%,"$154,694,523"
2021-05-03 16:36:47.162691,crvIB,v2,22.03%,"$148,107,395"
2021-05-03 16:36:47.169382,crvTBTC,v2,6.58%,$0
2021-05-03 16:36:47.177313,crvBBTC,v2,3.74%,$0
2021-05-03 16:36:47.185179,HEGIC,v2,0.77%,"$553,925"
2021-05-03 16:36:47.193725,crvFRAX,v2,NEW ✨,$0
2021-05-03 16:36:47.205853,crvLUSD,v2,45.97%,$0
2021-05-03 16:36:47.222880,crvHBTC,v2,10.69%,"$12,591,558"
2021-05-03 16:36:47.242993,crvOBTC,v2,16.05%,"$10,596,568"
2021-05-03 16:36:47.252588,crvRENBTC,v2,2.37%,"$68,264"
2021-05-03 16:36:47.262018,crvSAAVE,v2,20.16%,"$5,430,620"
2021-05-03 16:36:47.271658,USDT,v2,4.47%,"$22,038,404"
2021-05-03 16:36:47.282180,DAI,v2,11.12%,"$452,595,718"
2021-05-03 16:36:47.293276,1INCH,v2,7.37%,"$813,244"
2021-05-03 16:36:47.305650,crvPBTC,v2,15.24%,"$2,343,095"
2021-05-03 16:36:47.317456,WETH,v2,4.17%,"$192,186,567"
2021-05-03 16:36:47.330114,WBTC,v2,5.44%,"$1,109,842"
2021-05-03 16:36:47.343380,crvSETH,v2,11.55%,"$135,433,123"
2021-05-03 16:36:47.357255,crvSTETH,v2,16.83%,"$289,814,874"
2021-05-03 16:36:47.376775,YFI,v2,0.52%,"$156,868,032"
2021-05-03 16:36:47.391087,crvSBTC,v2,2.03%,"$5,456,850"
2021-05-03 16:36:47.406048,ETH,v2,4.17%,"$192,186,567"
2021-05-03 16:36:47.422407,crvMUSD,v1,28.55%,"$2,605,177"
2021-05-03 16:36:47.440533,yCRV,v1,10.41%,"$47,535,758"
2021-05-03 16:36:47.457376,crvGUSD,v1,17.30%,"$17,605,590"
2021-05-03 16:36:47.475912,crvAAVE,v1,25.17%,"$26,980,704"
2021-05-03 16:36:47.494611,USDC,v1,11.11%,"$15,440,644"
2021-05-03 16:36:47.513412,crvDUSD,v1,34.14%,"$6,667,480"
2021-05-03 16:36:47.531102,crvUSDN,v1,27.32%,"$60,180,817"
2021-05-03 16:36:47.550198,crvCOMP,v1,19.07%,"$35,734,988"
2021-05-03 16:36:47.571278,crvUST,v1,31.55%,"$8,406,604"
2021-05-03 16:36:47.593462,crvLINK,v1,10.56%,"$93,795,691"
2021-05-03 16:36:47.613380,3Crv,v1,13.28%,"$78,818,144"
2021-05-03 16:36:47.636365,crvSUSD,v1,28.19%,"$36,472,334"
2021-05-03 16:36:47.660985,USDT,v1,11.23%,"$11,967,811"
2021-05-03 16:36:47.687101,crvEURS,v1,59.33%,"$42,719,435"
2021-05-03 16:36:47.713512,crvHUSD,v1,36.77%,$730
2021-05-03 16:36:47.736469,TUSD,v1,11.63%,"$3,208,330"
2021-05-03 16:36:47.768571,LINK,v1,0.00%,"$258,987"
2021-05-03 16:36:47.824634,DAI,v1,10.30%,"$6,504,679"
2021-05-03 16:36:47.872080,crvUSDP,v1,30.49%,"$78,306,751"
2021-05-03 16:36:47.902177,crvBUSD,v1,19.44%,"$21,360,334"
2021-05-03 16:36:47.930104,crvANKR,v1,18.17%,"$1,377,151"
2021-05-03 16:36:47.957097,aLINK,v1,0.00%,"$12,554,182"
2021-05-03 16:36:47.982306,mUSD,v1,18.67%,"$118,131"
2021-05-04 18:39:41.415209,yveCRV - ETH,v1,64.98%,"$7,119,243"
2021-05-04 18:39:41.419834,yveCRV,v1,13.73%,$0
2021-05-04 18:39:41.427470,yvBOOST,v2,12.02%,"$6,227,220"
2021-05-04 18:39:41.437515,yvBOOST - ETH,v2,49.28%,"$12,440,074"
2021-05-04 18:39:41.448188,USDC,v2,14.66%,"$160,855,935"
2021-05-04 18:39:41.457486,WBTC,v2,NEW ✨,"$388,247,762"
2021-05-04 18:39:41.464928,crvIB,v2,23.83%,"$111,803,373"
2021-05-04 18:39:41.478794,crvTBTC,v2,6.37%,$0
2021-05-04 18:39:41.489677,crvBBTC,v2,3.12%,$0
2021-05-04 18:39:41.497440,HEGIC,v2,0.77%,"$539,475"
2021-05-04 18:39:41.506923,crvFRAX,v2,NEW ✨,$0
2021-05-04 18:39:41.515851,crvLUSD,v2,47.44%,$0
2021-05-04 18:39:41.525993,crvHBTC,v2,10.38%,"$11,685,284"
2021-05-04 18:39:41.535174,crvOBTC,v2,16.57%,"$9,419,540"
2021-05-04 18:39:41.545816,crvRENBTC,v2,2.72%,"$53,075"
2021-05-04 18:39:41.556839,crvSAAVE,v2,30.24%,"$5,465,072"
2021-05-04 18:39:41.567694,USDT,v2,4.27%,"$21,964,294"
2021-05-04 18:39:41.579296,DAI,v2,11.27%,"$434,542,255"
2021-05-04 18:39:41.593066,1INCH,v2,9.61%,"$790,761"
2021-05-04 18:39:41.604518,crvPBTC,v2,14.77%,"$2,227,495"
2021-05-04 18:39:41.616610,WETH,v2,4.39%,"$217,459,952"
2021-05-04 18:39:41.642564,crvSETH,v2,10.42%,"$141,571,524"
2021-05-04 18:39:41.656781,crvSTETH,v2,13.61%,"$316,244,131"
2021-05-04 18:39:41.670639,YFI,v2,0.62%,"$151,109,969"
2021-05-04 18:39:41.685776,crvSBTC,v2,1.93%,"$6,303,469"
2021-05-04 18:39:41.699867,ETH,v2,4.39%,"$217,459,952"
2021-05-04 18:39:41.714527,crvMUSD,v1,26.73%,"$2,413,232"
2021-05-04 18:39:41.732338,yCRV,v1,11.04%,"$47,538,825"
2021-05-04 18:39:41.748566,crvGUSD,v1,15.59%,"$19,245,896"
2021-05-04 18:39:41.765960,crvAAVE,v1,26.18%,"$25,767,615"
2021-05-04 18:39:41.782274,USDC,v1,10.83%,"$14,891,891"
2021-05-04 18:39:41.800892,crvDUSD,v1,32.70%,"$6,204,800"
2021-05-04 18:39:41.818897,crvUSDN,v1,25.80%,"$56,947,093"
2021-05-04 18:39:41.839274,crvCOMP,v1,16.98%,"$35,765,110"
2021-05-04 18:39:41.858858,crvUST,v1,29.78%,"$8,339,191"
2021-05-04 18:39:41.881170,crvLINK,v1,8.38%,"$107,134,746"
2021-05-04 18:39:41.900167,3Crv,v1,12.61%,"$80,388,339"
2021-05-04 18:39:41.922964,crvSUSD,v1,29.18%,"$38,680,921"
2021-05-04 18:39:41.944516,USDT,v1,10.85%,"$15,181,051"
2021-05-04 18:39:41.971221,crvEURS,v1,50.99%,"$42,835,585"
2021-05-04 18:39:41.994781,crvHUSD,v1,31.35%,$648
2021-05-04 18:39:42.021768,TUSD,v1,11.01%,"$3,206,136"
2021-05-04 18:39:42.054890,LINK,v1,0.00%,"$295,746"
2021-05-04 18:39:42.110526,DAI,v1,9.36%,"$6,495,523"
2021-05-04 18:39:42.150992,crvUSDP,v1,27.81%,"$78,277,736"
2021-05-04 18:39:42.221490,crvBUSD,v1,21.87%,"$21,350,702"
2021-05-04 18:39:42.266117,crvANKR,v1,15.10%,"$1,730,662"
2021-05-04 18:39:42.304412,aLINK,v1,0.00%,"$13,838,637"
2021-05-04 18:39:42.343480,mUSD,v1,21.44%,"$109,427"
2021-05-05 17:38:46.048112,yveCRV - ETH,v1,0.00%,"$6,324,878"
2021-05-05 17:38:46.055225,yveCRV,v1,13.03%,$0
2021-05-05 17:38:46.061325,yvBOOST,v2,11.44%,"$6,690,686"
2021-05-05 17:38:46.066834,yvBOOST - ETH,v2,60.01%,"$14,374,292"
2021-05-05 17:38:46.073724,USDC,v2,15.97%,"$164,861,694"
2021-05-05 17:38:46.081527,WBTC,v2,NEW ✨,"$423,297,085"
2021-05-05 17:38:46.087994,crvIB,v2,26.03%,"$116,825,038"
2021-05-05 17:38:46.103205,crvTBTC,v2,6.04%,$0
2021-05-05 17:38:46.110265,crvBBTC,v2,1.60%,$0
2021-05-05 17:38:46.119032,HEGIC,v2,0.77%,"$527,337"
2021-05-05 17:38:46.127507,crvFRAX,v2,NEW ✨,$0
2021-05-05 17:38:46.136324,crvLUSD,v2,46.31%,$0
2021-05-05 17:38:46.144900,crvHBTC,v2,10.31%,"$12,975,952"
2021-05-05 17:38:46.157108,crvOBTC,v2,17.20%,"$9,899,368"
2021-05-05 17:38:46.168361,crvRENBTC,v2,2.32%,"$56,372"
2021-05-05 17:38:46.182243,crvSAAVE,v2,24.24%,"$5,521,470"
2021-05-05 17:38:46.195343,USDT,v2,4.61%,"$22,068,295"
2021-05-05 17:38:46.212093,DAI,v2,12.15%,"$438,257,051"
2021-05-05 17:38:46.224839,1INCH,v2,9.63%,"$849,899"
2021-05-05 17:38:46.240280,crvPBTC,v2,22.28%,"$2,310,130"
2021-05-05 17:38:46.255267,WETH,v2,4.20%,"$224,917,414"
2021-05-05 17:38:46.283710,crvSETH,v2,10.12%,"$145,438,318"
2021-05-05 17:38:46.309927,crvSTETH,v2,15.42%,"$329,919,006"
2021-05-05 17:38:46.335394,YFI,v2,0.86%,"$154,041,666"
2021-05-05 17:38:46.355759,crvSBTC,v2,1.79%,"$5,478,637"
2021-05-05 17:38:46.372067,ETH,v2,4.20%,"$224,917,414"
2021-05-05 17:38:46.386899,crvMUSD,v1,26.35%,"$2,555,377"
2021-05-05 17:38:46.404145,yCRV,v1,17.47%,"$47,651,066"
2021-05-05 17:38:46.420032,crvGUSD,v1,14.41%,"$19,643,645"
2021-05-05 17:38:46.437457,crvAAVE,v1,24.98%,"$29,042,411"
2021-05-05 17:38:46.454960,USDC,v1,10.69%,"$14,812,256"
2021-05-05 17:38:46.477050,crvDUSD,v1,34.55%,"$6,363,289"
2021-05-05 17:38:46.498794,crvUSDN,v1,55.70%,"$57,144,392"
2021-05-05 17:38:46.524342,crvCOMP,v1,17.03%,"$35,733,368"
2021-05-05 17:38:46.551025,crvUST,v1,30.54%,"$9,326,563"
2021-05-05 17:38:46.575868,crvLINK,v1,8.47%,"$110,876,054"
2021-05-05 17:38:46.603471,3Crv,v1,12.66%,"$81,424,018"
2021-05-05 17:38:46.632935,crvSUSD,v1,24.74%,"$39,287,030"
2021-05-05 17:38:46.667308,USDT,v1,10.84%,"$14,670,629"
2021-05-05 17:38:46.705257,crvEURS,v1,47.78%,"$47,068,839"
2021-05-05 17:38:46.752467,crvHUSD,v1,34.35%,$705
2021-05-05 17:38:46.786942,TUSD,v1,11.15%,"$3,206,966"
2021-05-05 17:38:46.811457,LINK,v1,0.00%,"$308,035"
2021-05-05 17:38:46.835785,DAI,v1,11.23%,"$6,362,887"
2021-05-05 17:38:46.868643,crvUSDP,v1,29.31%,"$78,402,145"
2021-05-05 17:38:46.902983,crvBUSD,v1,32.71%,"$21,410,317"
2021-05-05 17:38:46.926559,crvANKR,v1,14.29%,"$1,525,744"
2021-05-05 17:38:46.952970,aLINK,v1,0.00%,"$14,311,779"
2021-05-05 17:38:46.979045,mUSD,v1,22.32%,"$115,614"
2021-05-06 17:33:37.992801,yveCRV - ETH,v1,0.00%,"$6,261,538"
2021-05-06 17:33:37.999561,yveCRV,v1,18.32%,$0
2021-05-06 17:33:38.004649,yvBOOST,v2,17.72%,"$7,305,182"
2021-05-06 17:33:38.011858,yvBOOST - ETH,v2,72.75%,"$15,618,770"
2021-05-06 17:33:38.018426,USDC,v2,22.09%,"$170,342,510"
2021-05-06 17:33:38.024839,WBTC,v2,NEW ✨,"$424,160,348"
2021-05-06 17:33:38.032166,crvIB,v2,25.76%,"$128,971,523"
2021-05-06 17:33:38.041930,crvTBTC,v2,6.54%,$0
2021-05-06 17:33:38.054582,crvBBTC,v2,2.89%,$0
2021-05-06 17:33:38.067016,HEGIC,v2,0.77%,"$522,252"
2021-05-06 17:33:38.079862,crvFRAX,v2,NEW ✨,$0
2021-05-06 17:33:38.090517,crvLUSD,v2,49.27%,$0
2021-05-06 17:33:38.101290,crvHBTC,v2,11.73%,"$13,019,659"
2021-05-06 17:33:38.118585,crvOBTC,v2,17.42%,"$10,060,766"
2021-05-06 17:33:38.139351,crvRENBTC,v2,2.63%,"$55,915"
2021-05-06 17:33:38.161558,crvSAAVE,v2,22.26%,"$5,530,198"
2021-05-06 17:33:38.178427,USDT,v2,4.06%,"$51,953,753"
2021-05-06 17:33:38.192436,DAI,v2,14.37%,"$455,708,433"
2021-05-06 17:33:38.208538,1INCH,v2,9.63%,"$1,014,669"
2021-05-06 17:33:38.222713,crvPBTC,v2,22.20%,"$2,335,487"
2021-05-06 17:33:38.247334,WETH,v2,4.04%,"$235,300,307"
2021-05-06 17:33:38.273427,crvSETH,v2,10.26%,"$152,782,669"
2021-05-06 17:33:38.292288,crvSTETH,v2,16.90%,"$347,350,019"
2021-05-06 17:33:38.306916,YFI,v2,0.86%,"$168,581,230"
2021-05-06 17:33:38.330987,crvSBTC,v2,2.09%,"$5,434,154"
2021-05-06 17:33:38.354002,ETH,v2,4.04%,"$235,300,307"
2021-05-06 17:33:38.369927,crvMUSD,v1,28.27%,"$2,817,183"
2021-05-06 17:33:38.387973,yCRV,v1,14.94%,"$47,625,677"
2021-05-06 17:33:38.406889,crvGUSD,v1,17.54%,"$15,449,396"
2021-05-06 17:33:38.426907,crvAAVE,v1,21.34%,"$42,495,453"
2021-05-06 17:33:38.447917,USDC,v1,10.70%,"$14,792,508"
2021-05-06 17:33:38.473353,crvDUSD,v1,60.45%,"$6,765,739"
2021-05-06 17:33:38.517851,crvUSDN,v1,31.75%,"$57,464,627"
2021-05-06 17:33:38.548560,crvCOMP,v1,22.47%,"$31,568,633"
2021-05-06 17:33:38.572334,crvUST,v1,28.01%,"$8,822,451"
2021-05-06 17:33:38.594164,crvLINK,v1,8.28%,"$110,905,542"
2021-05-06 17:33:38.614661,3Crv,v1,12.96%,"$81,503,983"
2021-05-06 17:33:38.634960,crvSUSD,v1,25.18%,"$39,498,061"
2021-05-06 17:33:38.656331,USDT,v1,10.84%,"$14,687,850"
2021-05-06 17:33:38.690241,crvEURS,v1,38.96%,"$58,563,487"
2021-05-06 17:33:38.716455,crvHUSD,v1,36.45%,$724
2021-05-06 17:33:38.739982,TUSD,v1,11.82%,"$3,138,301"
2021-05-06 17:33:38.763007,LINK,v1,0.00%,"$310,594"
2021-05-06 17:33:38.787170,DAI,v1,11.24%,"$6,358,794"
2021-05-06 17:33:38.813530,crvUSDP,v1,30.56%,"$78,461,909"
2021-05-06 17:33:38.843999,crvBUSD,v1,22.55%,"$31,372,282"
2021-05-06 17:33:38.873284,crvANKR,v1,32.93%,"$1,602,403"
2021-05-06 17:33:38.905689,aLINK,v1,0.00%,"$14,284,037"
2021-05-06 17:33:38.931712,mUSD,v1,18.86%,"$121,422"
2021-05-07 18:19:55.995431,yveCRV - ETH,v1,0.00%,"$6,234,146"
2021-05-07 18:19:56.000620,yveCRV,v1,16.87%,$0
2021-05-07 18:19:56.007190,yvBOOST,v2,17.72%,"$7,386,355"
2021-05-07 18:19:56.016276,yvBOOST - ETH,v2,73.50%,"$17,131,445"
2021-05-07 18:19:56.025408,USDC,v2,24.47%,"$177,508,017"
2021-05-07 18:19:56.035683,WBTC,v2,NEW ✨,"$440,679,096"
2021-05-07 18:19:56.049704,crvIB,v2,26.02%,"$144,078,939"
2021-05-07 18:19:56.059316,crvTBTC,v2,7.27%,$0
2021-05-07 18:19:56.075145,crvBBTC,v2,1.92%,$0
2021-05-07 18:19:56.093262,UNI,v2,NEW ✨,"$787,187"
2021-05-07 18:19:56.105175,HEGIC,v2,4.12%,"$461,070"
2021-05-07 18:19:56.122986,crvFRAX,v2,38.77%,"$5,781,237"
2021-05-07 18:19:56.142156,crvLUSD,v2,52.62%,"$32,419,291"
2021-05-07 18:19:56.156428,crvHBTC,v2,13.51%,"$12,926,302"
2021-05-07 18:19:56.178840,crvOBTC,v2,16.96%,"$10,251,893"
2021-05-07 18:19:56.200183,crvRENBTC,v2,3.34%,"$57,014"
2021-05-07 18:19:56.220703,crvSAAVE,v2,26.76%,"$5,532,970"
2021-05-07 18:19:56.237624,USDT,v2,4.10%,"$41,908,845"
2021-05-07 18:19:56.255375,DAI,v2,15.62%,"$486,235,553"
2021-05-07 18:19:56.284450,1INCH,v2,9.63%,"$1,008,032"
2021-05-07 18:19:56.307522,crvPBTC,v2,17.49%,"$2,310,158"
2021-05-07 18:19:56.338540,WETH,v2,3.95%,"$231,020,860"
2021-05-07 18:19:56.366993,crvSETH,v2,10.99%,"$149,797,361"
2021-05-07 18:19:56.396136,crvSTETH,v2,14.41%,"$350,213,865"
2021-05-07 18:19:56.418752,YFI,v2,1.21%,"$153,678,570"
2021-05-07 18:19:56.444772,crvSBTC,v2,2.37%,"$5,539,274"
2021-05-07 18:19:56.464953,ETH,v2,3.95%,"$231,020,860"
2021-05-07 18:19:56.485744,crvMUSD,v1,34.10%,"$2,322,863"
2021-05-07 18:19:56.521817,yCRV,v1,13.30%,"$47,582,708"
2021-05-07 18:19:56.552164,crvGUSD,v1,19.38%,"$14,845,383"
2021-05-07 18:19:56.590439,crvAAVE,v1,23.21%,"$41,576,371"
2021-05-07 18:19:56.620865,USDC,v1,10.68%,"$14,459,625"
2021-05-07 18:19:56.644452,crvDUSD,v1,38.81%,"$6,855,408"
2021-05-07 18:19:56.670522,crvUSDN,v1,32.25%,"$57,891,467"
2021-05-07 18:19:56.716447,crvCOMP,v1,22.31%,"$31,541,454"
2021-05-07 18:19:56.754573,crvUST,v1,29.17%,"$9,295,464"
2021-05-07 18:19:56.793833,crvLINK,v1,8.51%,"$116,115,975"
2021-05-07 18:19:56.829312,3Crv,v1,14.05%,"$80,413,041"
2021-05-07 18:19:56.862571,crvSUSD,v1,27.70%,"$41,759,989"
2021-05-07 18:19:56.898199,USDT,v1,10.82%,"$13,166,018"
2021-05-07 18:19:56.934516,crvEURS,v1,38.88%,"$56,528,119"
2021-05-07 18:19:56.993028,crvHUSD,v1,37.51%,$714
2021-05-07 18:19:57.036884,TUSD,v1,11.82%,"$3,134,619"
2021-05-07 18:19:57.073166,LINK,v1,0.00%,"$327,468"
2021-05-07 18:19:57.125270,DAI,v1,11.21%,"$6,305,119"
2021-05-07 18:19:57.175804,crvUSDP,v1,31.73%,"$78,184,640"
2021-05-07 18:19:57.215232,crvBUSD,v1,16.04%,"$31,282,296"
2021-05-07 18:19:57.248196,crvANKR,v1,33.39%,"$1,582,728"
2021-05-07 18:19:57.277867,aLINK,v1,0.00%,"$14,938,185"
2021-05-07 18:19:57.309780,mUSD,v1,20.06%,"$115,828"
2021-05-08 16:57:02.090798,yveCRV - ETH,v1,0.00%,"$6,349,624"
2021-05-08 16:57:02.098989,yveCRV,v1,16.74%,$0
2021-05-08 16:57:02.104638,yvBOOST,v2,16.20%,"$8,173,139"
2021-05-08 16:57:02.115688,yvBOOST - ETH,v2,76.74%,"$18,493,962"
2021-05-08 16:57:02.121510,USDC,v2,23.45%,"$180,479,328"
2021-05-08 16:57:02.128123,WBTC,v2,NEW ✨,"$461,006,197"
2021-05-08 16:57:02.140853,crvIB,v2,24.75%,"$147,620,487"
2021-05-08 16:57:02.152262,crvYBUSD,v2,16.49%,$0
2021-05-08 16:57:02.162184,crvTBTC,v2,7.13%,$0
2021-05-08 16:57:02.170432,crvBBTC,v2,1.98%,$0
2021-05-08 16:57:02.181158,crvCOMP,v2,31.52%,"$364,605"
2021-05-08 16:57:02.196357,UNI,v2,NEW ✨,"$989,479"
2021-05-08 16:57:02.212245,HEGIC,v2,4.12%,"$491,134"
2021-05-08 16:57:02.224960,crvFRAX,v2,44.92%,"$3,733,525"
2021-05-08 16:57:02.243907,crvLUSD,v2,50.98%,"$36,685,115"
2021-05-08 16:57:02.258306,crvHBTC,v2,12.84%,"$14,249,117"
2021-05-08 16:57:02.282448,crvOBTC,v2,16.62%,"$10,324,502"
2021-05-08 16:57:02.303515,crvRENBTC,v2,4.64%,"$57,419"
2021-05-08 16:57:02.324852,crvSAAVE,v2,23.96%,"$5,551,858"
2021-05-08 16:57:02.344447,USDT,v2,5.54%,"$41,911,363"
2021-05-08 16:57:02.368282,DAI,v2,14.71%,"$502,941,867"
2021-05-08 16:57:02.389436,1INCH,v2,12.36%,"$1,071,972"
2021-05-08 16:57:02.414317,crvPBTC,v2,15.10%,"$2,403,533"
2021-05-08 16:57:02.449796,WETH,v2,3.96%,"$243,371,890"
2021-05-08 16:57:02.484968,crvSETH,v2,10.27%,"$159,476,884"
2021-05-08 16:57:02.515522,crvSTETH,v2,16.43%,"$379,005,540"
2021-05-08 16:57:02.548900,YFI,v2,1.45%,"$158,719,127"
2021-05-08 16:57:02.573383,crvSBTC,v2,2.41%,"$6,611,933"
2021-05-08 16:57:02.605464,ETH,v2,3.96%,"$243,371,890"
2021-05-08 16:57:02.633657,crvMUSD,v1,36.43%,"$2,202,153"
2021-05-08 16:57:02.657882,yCRV,v1,14.10%,"$47,654,907"
2021-05-08 16:57:02.688961,crvGUSD,v1,18.73%,"$15,653,124"
2021-05-08 16:57:02.722452,crvAAVE,v1,22.62%,"$41,711,349"
2021-05-08 16:57:02.756291,USDC,v1,10.62%,"$14,449,451"
2021-05-08 16:57:02.794719,crvDUSD,v1,37.53%,"$7,430,373"
2021-05-08 16:57:02.852260,crvUSDN,v1,30.54%,"$65,244,305"
2021-05-08 16:57:02.893071,crvCOMP,v1,37.86%,"$34,825,591"
2021-05-08 16:57:02.957607,crvUST,v1,26.58%,"$9,079,598"
2021-05-08 16:57:03.040330,crvLINK,v1,8.98%,"$108,797,900"
2021-05-08 16:57:03.076271,3Crv,v1,13.48%,"$80,906,621"
2021-05-08 16:57:03.103224,crvSUSD,v1,27.88%,"$41,892,472"
2021-05-08 16:57:03.128586,USDT,v1,10.78%,"$13,164,128"
2021-05-08 16:57:03.156962,crvEURS,v1,40.04%,"$52,865,026"
2021-05-08 16:57:03.188817,crvHUSD,v1,38.48%,$725
2021-05-08 16:57:03.228675,TUSD,v1,11.16%,"$3,143,469"
2021-05-08 16:57:03.269314,LINK,v1,0.00%,"$306,177"
2021-05-08 16:57:03.300559,DAI,v1,11.16%,"$6,380,035"
2021-05-08 16:57:03.331527,crvUSDP,v1,31.87%,"$78,240,551"
2021-05-08 16:57:03.361503,crvYBUSD,v1,22.24%,"$31,383,581"
2021-05-08 16:57:03.389962,crvANKR,v1,26.48%,"$3,052,803"
2021-05-08 16:57:03.420713,aLINK,v1,0.00%,"$14,036,228"
2021-05-08 16:57:03.448789,mUSD,v1,21.58%,"$123,485"
2021-05-09 17:06:41.601585,yveCRV - ETH,v1,0.00%,"$6,017,953"
2021-05-09 17:06:41.620032,yveCRV,v1,16.77%,$0
2021-05-09 17:06:41.629266,yvBOOST,v2,16.17%,"$8,726,405"
2021-05-09 17:06:41.636755,yvBOOST - ETH,v2,73.85%,"$19,170,591"
2021-05-09 17:06:41.643771,USDC,v2,22.03%,"$187,417,749"
2021-05-09 17:06:41.651776,WBTC,v2,NEW ✨,"$452,375,728"
2021-05-09 17:06:41.659512,crvIB,v2,23.19%,"$155,450,262"
2021-05-09 17:06:41.666661,crvYBUSD,v2,23.65%,"$13,824,882"
2021-05-09 17:06:41.674366,crvTBTC,v2,6.76%,$0
2021-05-09 17:06:41.682689,crvBBTC,v2,1.72%,$0
2021-05-09 17:06:41.691923,crvCOMP,v2,31.03%,"$2,219,666"
2021-05-09 17:06:41.702866,UNI,v2,NEW ✨,"$1,010,908"
2021-05-09 17:06:41.715926,crvFRAX,v2,40.28%,"$3,873,665"
2021-05-09 17:06:41.729135,crvLUSD,v2,48.65%,"$41,623,371"
2021-05-09 17:06:41.740517,crvHBTC,v2,12.28%,"$14,024,357"
2021-05-09 17:06:41.753169,crvOBTC,v2,17.19%,"$10,526,832"
2021-05-09 17:06:41.766183,crvRENBTC,v2,3.44%,"$56,860"
2021-05-09 17:06:41.780234,crvSAAVE,v2,0.00%,"$5,579,570"
2021-05-09 17:06:41.792617,USDT,v2,4.94%,"$42,013,347"
2021-05-09 17:06:41.804621,DAI,v2,18.55%,"$581,994,285"
