,vault_name,vault_type,vault_apy,vault_total_assets
2021-05-09 17:06:41.817220,1INCH,v2,5.01%,"$1,051,029"
2021-05-09 17:06:41.830853,crvPBTC,v2,12.30%,"$2,359,000"
2021-05-09 17:06:41.844172,WETH,v2,3.60%,"$254,265,924"
2021-05-09 17:06:41.859766,crvSETH,v2,9.27%,"$165,528,647"
2021-05-09 17:06:41.874529,crvSTETH,v2,14.72%,"$397,735,145"
2021-05-09 17:06:41.889722,YFI,v2,1.44%,"$156,405,427"
2021-05-09 17:06:41.905334,crvSBTC,v2,2.15%,"$6,545,350"
2021-05-09 17:06:41.922243,ETH,v2,3.60%,"$254,265,924"
2021-05-09 17:06:41.938901,crvMUSD,v1,32.85%,"$2,352,859"
2021-05-09 17:06:41.960027,yCRV,v1,14.29%,"$48,075,062"
2021-05-09 17:06:41.977459,crvGUSD,v1,17.70%,"$15,474,641"
2021-05-09 17:06:41.995630,crvAAVE,v1,0.00%,"$44,045,125"
2021-05-09 17:06:42.015270,USDC,v1,10.69%,"$14,415,688"
2021-05-09 17:06:42.033962,crvDUSD,v1,38.13%,"$7,056,493"
2021-05-09 17:06:42.053353,crvUSDN,v1,29.52%,"$65,818,600"
2021-05-09 17:06:42.075351,crvUST,v1,28.48%,"$9,490,856"
2021-05-09 17:06:42.106174,crvLINK,v1,8.17%,"$116,487,074"
2021-05-09 17:06:42.126911,3Crv,v1,13.00%,"$80,851,055"
2021-05-09 17:06:42.153214,crvSUSD,v1,25.17%,"$41,860,249"
2021-05-09 17:06:42.188931,USDT,v1,10.82%,"$13,174,818"
2021-05-09 17:06:42.211738,crvEURS,v1,37.52%,"$56,480,468"
2021-05-09 17:06:42.234413,crvHUSD,v1,36.47%,$734
2021-05-09 17:06:42.257156,TUSD,v1,10.62%,"$3,140,511"
2021-05-09 17:06:42.281798,DAI,v1,11.19%,"$6,365,969"
2021-05-09 17:06:42.306526,crvUSDP,v1,30.05%,"$78,323,480"
2021-05-09 17:06:42.334308,crvANKR,v1,23.45%,"$3,344,758"
2021-05-09 17:06:42.360078,mUSD,v1,24.05%,"$117,814"
2021-05-10 17:36:33.911215,yveCRV - ETH,v1,0.00%,"$5,945,019"
2021-05-10 17:36:33.919947,yveCRV,v1,16.64%,$0
2021-05-10 17:36:33.927416,yvBOOST,v2,16.17%,"$9,661,977"
2021-05-10 17:36:33.937416,yvBOOST - ETH,v2,60.95%,"$20,358,323"
2021-05-10 17:36:33.947835,USDC,v2,23.38%,"$191,402,416"
2021-05-10 17:36:33.960188,WBTC,v2,NEW ✨,"$443,851,625"
2021-05-10 17:36:33.973140,crvIB,v2,22.55%,"$154,566,131"
2021-05-10 17:36:33.986457,crvYBUSD,v2,17.84%,"$13,751,909"
2021-05-10 17:36:33.998651,crvTBTC,v2,7.18%,$0
2021-05-10 17:36:34.013000,crvBBTC,v2,2.35%,$0
2021-05-10 17:36:34.027772,crvCOMP,v2,28.39%,"$4,903,566"
2021-05-10 17:36:34.047204,UNI,v2,NEW ✨,"$1,424,493"
2021-05-10 17:36:34.077087,crvFRAX,v2,33.32%,"$4,715,835"
2021-05-10 17:36:34.103730,crvLUSD,v2,43.05%,"$46,166,082"
2021-05-10 17:36:34.116075,crvHBTC,v2,12.19%,"$14,863,896"
2021-05-10 17:36:34.128699,crvOBTC,v2,16.17%,"$10,379,267"
2021-05-10 17:36:34.147491,crvRENBTC,v2,3.37%,"$56,062"
2021-05-10 17:36:34.159012,crvSAAVE,v2,0.00%,"$5,498,074"
2021-05-10 17:36:34.170889,USDT,v2,4.67%,"$41,882,915"
2021-05-10 17:36:34.185829,DAI,v2,16.51%,"$616,042,692"
2021-05-10 17:36:34.201853,1INCH,v2,5.01%,"$963,937"
2021-05-10 17:36:34.214534,crvPBTC,v2,9.28%,"$2,568,919"
2021-05-10 17:36:34.228514,WETH,v2,3.78%,"$267,127,116"
2021-05-10 17:36:34.245886,crvSETH,v2,8.66%,"$174,907,057"
2021-05-10 17:36:34.261409,crvSTETH,v2,14.10%,"$421,500,682"
2021-05-10 17:36:34.277724,YFI,v2,1.44%,"$163,671,299"
2021-05-10 17:36:34.293607,crvSBTC,v2,2.74%,"$6,528,265"
2021-05-10 17:36:34.309624,ETH,v2,3.78%,"$267,127,116"
2021-05-10 17:36:34.326200,crvMUSD,v1,31.08%,"$2,325,038"
2021-05-10 17:36:34.344237,yCRV,v1,24.21%,"$47,990,302"
2021-05-10 17:36:34.362469,crvGUSD,v1,17.89%,"$15,447,963"
2021-05-10 17:36:34.379439,crvAAVE,v1,0.00%,"$43,649,204"
2021-05-10 17:36:34.398617,USDC,v1,10.75%,"$14,162,304"
2021-05-10 17:36:34.417114,crvDUSD,v1,35.73%,"$8,311,100"
2021-05-10 17:36:34.437327,crvUSDN,v1,29.24%,"$65,065,818"
2021-05-10 17:36:34.457071,crvUST,v1,27.57%,"$10,024,550"
2021-05-10 17:36:34.477443,crvLINK,v1,8.03%,"$115,429,653"
2021-05-10 17:36:34.503554,3Crv,v1,13.15%,"$75,830,288"
2021-05-10 17:36:34.534533,crvSUSD,v1,25.21%,"$41,678,604"
2021-05-10 17:36:34.561739,USDT,v1,10.53%,"$8,787,007"
2021-05-10 17:36:34.583560,crvEURS,v1,36.29%,"$54,393,878"
2021-05-10 17:36:34.605550,crvHUSD,v1,37.16%,$775
2021-05-10 17:36:34.628424,TUSD,v1,12.56%,"$3,127,311"
2021-05-10 17:36:34.651206,DAI,v1,10.86%,"$6,337,575"
2021-05-10 17:36:34.674448,crvUSDP,v1,28.67%,"$78,828,534"
2021-05-10 17:36:34.698966,crvANKR,v1,21.86%,"$3,565,639"
2021-05-10 17:36:34.723165,mUSD,v1,24.77%,"$116,421"
2021-05-11 18:53:10.925977,yveCRV - ETH,v1,0.00%,"$5,555,179"
2021-05-11 18:53:10.936774,yveCRV,v1,18.26%,$0
2021-05-11 18:53:10.956806,yvBOOST,v2,16.20%,"$10,257,882"
2021-05-11 18:53:10.990391,yvBOOST - ETH,v2,NEW ✨,$0
2021-05-11 18:53:11.003359,USDC,v2,21.29%,"$219,818,237"
2021-05-11 18:53:11.011964,WBTC,v2,3.90%,"$429,714,954"
2021-05-11 18:53:11.023264,crvIB,v2,21.04%,"$173,825,117"
2021-05-11 18:53:11.038970,crvYBUSD,v2,16.93%,"$15,950,881"
2021-05-11 18:53:11.051461,crvTBTC,v2,6.35%,$0
2021-05-11 18:53:11.062774,crvBBTC,v2,2.61%,$0
2021-05-11 18:53:11.073280,crvCOMP,v2,22.09%,"$30,477,853"
2021-05-11 18:53:11.085889,UNI,v2,NEW ✨,"$1,381,465"
2021-05-11 18:53:11.096997,crvFRAX,v2,40.02%,"$24,948,541"
2021-05-11 18:53:11.106510,crvLUSD,v2,37.62%,"$62,896,463"
2021-05-11 18:53:11.119057,crvHBTC,v2,11.66%,"$14,056,824"
2021-05-11 18:53:11.132182,crvOBTC,v2,15.79%,"$10,276,533"
2021-05-11 18:53:11.147842,crvRENBTC,v2,3.25%,"$55,507"
2021-05-11 18:53:11.161982,crvSAAVE,v2,0.00%,"$5,527,823"
2021-05-11 18:53:11.176836,USDT,v2,4.41%,"$41,930,941"
2021-05-11 18:53:11.194537,DAI,v2,16.46%,"$636,058,842"
2021-05-11 18:53:11.213249,1INCH,v2,4.94%,"$943,079"
2021-05-11 18:53:11.230992,crvPBTC,v2,8.55%,"$2,514,075"
2021-05-11 18:53:11.248893,WETH,v2,2.89%,"$260,082,669"
2021-05-11 18:53:11.266351,yCRV,v2,26.19%,"$18,853"
2021-05-11 18:53:11.283536,crvSETH,v2,8.77%,"$169,793,046"
2021-05-11 18:53:11.302134,crvSTETH,v2,13.40%,"$413,234,304"
2021-05-11 18:53:11.320324,3Crv,v2,15.57%,$47
2021-05-11 18:53:11.338378,YFI,v2,1.16%,"$224,022,777"
2021-05-11 18:53:11.358636,crvGUSD,v2,30.19%,"$330,459"
2021-05-11 18:53:11.383316,crvSBTC,v2,1.90%,"$6,463,662"
2021-05-11 18:53:11.402977,ETH,v2,2.89%,"$260,082,669"
2021-05-11 18:53:11.423062,crvMUSD,v1,30.27%,"$2,281,588"
2021-05-11 18:53:11.441202,crvAAVE,v1,0.00%,"$43,897,503"
2021-05-11 18:53:11.475725,USDC,v1,10.17%,"$14,110,735"
2021-05-11 18:53:11.501207,crvDUSD,v1,31.10%,"$8,171,157"
2021-05-11 18:53:11.524670,crvUSDN,v1,28.17%,"$65,713,534"
2021-05-11 18:53:11.549728,crvUST,v1,29.50%,"$9,840,234"
2021-05-11 18:53:11.579543,crvLINK,v1,8.99%,"$92,202,154"
2021-05-11 18:53:11.609736,crvSUSD,v1,28.23%,"$41,930,477"
2021-05-11 18:53:11.650410,USDT,v1,10.37%,"$8,762,302"
2021-05-11 18:53:11.677476,crvEURS,v1,34.68%,"$53,275,679"
2021-05-11 18:53:11.710212,crvHUSD,v1,34.64%,$668
2021-05-11 18:53:11.736087,TUSD,v1,12.96%,"$3,143,758"
2021-05-11 18:53:11.763765,DAI,v1,10.69%,"$6,426,232"
2021-05-11 18:53:11.790991,crvUSDP,v1,27.34%,"$78,585,831"
2021-05-11 18:53:11.824694,crvAETH,v1,21.45%,"$3,500,867"
2021-05-11 18:53:11.855771,mUSD,v1,25.20%,"$114,214"
2021-05-12 17:22:55.562111,yveCRV - ETH,v1,0.00%,"$5,723,424"
2021-05-12 17:22:55.571206,yveCRV,v1,17.32%,$0
2021-05-12 17:22:55.577317,yvBOOST,v2,NEW ✨,"$10,531,399"
2021-05-12 17:22:55.589536,yvBOOST - ETH,v2,55.40%,"$20,222,064"
2021-05-12 17:22:55.596507,USDC,v2,18.42%,"$234,711,991"
2021-05-12 17:22:55.606891,WBTC,v2,3.73%,"$419,103,438"
2021-05-12 17:22:55.614776,crvIB,v2,21.90%,"$177,068,250"
2021-05-12 17:22:55.623076,crvYBUSD,v2,15.79%,"$15,986,010"
2021-05-12 17:22:55.634709,crvTBTC,v2,7.47%,$0
2021-05-12 17:22:55.665146,crvBBTC,v2,2.01%,$0
2021-05-12 17:22:55.675475,crvCOMP,v2,17.80%,"$35,228,379"
2021-05-12 17:22:55.692123,UNI,v2,NEW ✨,"$2,006,911"
2021-05-12 17:22:55.702973,crvFRAX,v2,8.71%,"$32,639,713"
2021-05-12 17:22:55.715120,crvLUSD,v2,36.91%,"$64,400,168"
2021-05-12 17:22:55.727157,crvHBTC,v2,13.90%,"$14,113,976"
2021-05-12 17:22:55.738417,crvOBTC,v2,17.19%,"$10,014,723"
2021-05-12 17:22:55.752157,crvRENBTC,v2,4.02%,"$54,093"
2021-05-12 17:22:55.765466,crvSAAVE,v2,0.00%,"$5,538,006"
2021-05-12 17:22:55.780528,USDT,v2,4.13%,"$41,830,820"
2021-05-12 17:22:55.794948,DAI,v2,16.11%,"$669,361,816"
2021-05-12 17:22:55.809690,1INCH,v2,4.94%,"$929,971"
2021-05-12 17:22:55.825111,crvPBTC,v2,8.47%,"$2,480,596"
2021-05-12 17:22:55.842101,WETH,v2,3.30%,"$263,501,733"
2021-05-12 17:22:55.859011,yCRV,v2,32.61%,"$37,770"
2021-05-12 17:22:55.876826,crvSETH,v2,9.64%,"$167,773,386"
2021-05-12 17:22:55.894172,crvSTETH,v2,13.13%,"$427,846,809"
2021-05-12 17:22:55.912084,3Crv,v2,15.37%,"$1,122,795"
2021-05-12 17:22:55.932600,YFI,v2,0.94%,"$181,631,817"
2021-05-12 17:22:55.951344,crvGUSD,v2,26.81%,"$2,440,294"
2021-05-12 17:22:55.971221,crvSBTC,v2,2.55%,"$6,299,026"
2021-05-12 17:22:55.991590,ETH,v2,3.30%,"$263,501,733"
2021-05-12 17:22:56.011850,crvMUSD,v1,33.23%,"$2,330,423"
2021-05-12 17:22:56.031795,crvAAVE,v1,0.00%,"$43,956,159"
2021-05-12 17:22:56.053737,USDC,v1,9.46%,"$14,111,000"
2021-05-12 17:22:56.078295,crvDUSD,v1,30.10%,"$8,346,000"
2021-05-12 17:22:56.105022,crvUSDN,v1,30.62%,"$64,140,684"
2021-05-12 17:22:56.134022,crvUST,v1,27.65%,"$10,051,037"
2021-05-12 17:22:56.169190,crvLINK,v1,9.94%,"$89,382,828"
2021-05-12 17:22:56.193070,crvSUSD,v1,28.72%,"$41,988,835"
2021-05-12 17:22:56.216149,USDT,v1,9.71%,"$8,805,180"
2021-05-12 17:22:56.243764,crvEURS,v1,38.33%,"$54,415,821"
2021-05-12 17:22:56.286432,crvHUSD,v1,37.23%,$682
2021-05-12 17:22:56.329499,TUSD,v1,14.04%,"$3,149,346"
2021-05-12 17:22:56.372318,DAI,v1,9.99%,"$6,277,336"
2021-05-12 17:22:56.405444,crvUSDP,v1,29.88%,"$79,633,604"
2021-05-12 17:22:56.450766,crvAETH,v1,22.28%,"$3,575,873"
2021-05-12 17:22:56.479950,mUSD,v1,24.27%,"$116,658"
2021-05-13 16:32:08.625176,yveCRV - ETH,v1,0.00%,"$4,364,454"
2021-05-13 16:32:08.633730,yveCRV,v1,17.16%,$0
2021-05-13 16:32:08.638446,yvBOOST,v2,NEW ✨,"$9,977,367"
2021-05-13 16:32:08.647099,yvBOOST - ETH,v2,48.13%,"$19,809,525"
2021-05-13 16:32:08.652785,USDC,v2,16.18%,"$239,486,240"
2021-05-13 16:32:08.659412,WBTC,v2,3.66%,"$428,509,099"
2021-05-13 16:32:08.666754,crvIB,v2,21.51%,"$176,976,773"
2021-05-13 16:32:08.682043,crvYBUSD,v2,17.83%,"$16,016,460"
2021-05-13 16:32:08.693327,crvTBTC,v2,8.40%,$0
2021-05-13 16:32:08.704047,crvBBTC,v2,3.27%,$0
2021-05-13 16:32:08.717858,crvCOMP,v2,18.47%,"$35,680,470"
2021-05-13 16:32:08.734871,UNI,v2,NEW ✨,"$2,009,234"
2021-05-13 16:32:08.744188,crvFRAX,v2,10.39%,"$31,383,419"
2021-05-13 16:32:08.755249,crvLUSD,v2,34.51%,"$68,201,678"
2021-05-13 16:32:08.766883,crvHBTC,v2,16.83%,"$12,885,397"
2021-05-13 16:32:08.778608,crvOBTC,v2,18.82%,"$9,354,057"
2021-05-13 16:32:08.790665,crvRENBTC,v2,5.22%,"$49,359"
2021-05-13 16:32:08.803517,crvSAAVE,v2,0.00%,"$5,489,233"
2021-05-13 16:32:08.817231,USDT,v2,6.69%,"$42,009,338"
2021-05-13 16:32:08.830044,DAI,v2,12.44%,"$639,934,614"
2021-05-13 16:32:08.842893,1INCH,v2,4.94%,"$825,553"
2021-05-13 16:32:08.856025,crvPBTC,v2,8.09%,"$2,104,750"
2021-05-13 16:32:08.869075,WETH,v2,3.18%,"$236,366,973"
2021-05-13 16:32:08.886370,yCRV,v2,27.47%,"$1,685,940"
2021-05-13 16:32:08.907158,crvSETH,v2,10.58%,"$167,406,624"
2021-05-13 16:32:08.931006,crvSTETH,v2,13.15%,"$401,607,653"
2021-05-13 16:32:08.958035,3Crv,v2,14.67%,"$3,295,170"
2021-05-13 16:32:08.978773,YFI,v2,1.04%,"$163,602,605"
2021-05-13 16:32:08.997477,crvGUSD,v2,27.57%,"$3,765,859"
2021-05-13 16:32:09.014221,crvSBTC,v2,2.92%,"$5,851,417"
2021-05-13 16:32:09.030407,ETH,v2,3.18%,"$236,366,973"
2021-05-13 16:32:09.047747,crvMUSD,v1,38.05%,"$2,647,652"
2021-05-13 16:32:09.065411,crvAAVE,v1,0.00%,"$43,223,481"
2021-05-13 16:32:09.084271,USDC,v1,9.17%,"$13,888,340"
2021-05-13 16:32:09.104621,crvDUSD,v1,9.06%,"$6,851,788"
2021-05-13 16:32:09.128811,crvUSDN,v1,65.99%,"$75,713,159"
2021-05-13 16:32:09.150313,crvUST,v1,30.72%,"$9,693,087"
2021-05-13 16:32:09.170051,crvLINK,v1,9.56%,"$85,496,512"
2021-05-13 16:32:09.191122,crvSUSD,v1,29.55%,"$42,341,241"
2021-05-13 16:32:09.211923,USDT,v1,9.44%,"$8,663,732"
2021-05-13 16:32:09.232676,crvEURS,v1,62.26%,"$56,533,084"
2021-05-13 16:32:09.254582,crvHUSD,v1,39.56%,$630
2021-05-13 16:32:09.276886,TUSD,v1,12.61%,"$3,153,477"
2021-05-13 16:32:09.299749,DAI,v1,9.69%,"$6,250,750"
2021-05-13 16:32:09.323664,crvUSDP,v1,30.90%,"$80,013,389"
2021-05-13 16:32:09.352071,crvAETH,v1,24.85%,"$3,308,345"
2021-05-13 16:32:09.375461,mUSD,v1,28.60%,"$119,439"
2021-05-14 17:21:27.037985,yveCRV - ETH,v1,0.00%,"$4,426,543"
2021-05-14 17:21:27.049747,yveCRV,v1,17.22%,$0
2021-05-14 17:21:27.060173,yvBOOST,v2,NEW ✨,"$10,844,305"
2021-05-14 17:21:27.074017,yvBOOST - ETH,v2,53.56%,"$20,173,631"
2021-05-14 17:21:27.082763,USDC,v2,16.15%,"$240,612,241"
2021-05-14 17:21:27.090931,WBTC,v2,3.58%,"$404,255,020"
2021-05-14 17:21:27.097378,crvIB,v2,31.28%,"$177,491,453"
2021-05-14 17:21:27.107228,crvYBUSD,v2,18.40%,"$16,195,178"
2021-05-14 17:21:27.119152,crvTBTC,v2,8.90%,$0
2021-05-14 17:21:27.128090,crvBBTC,v2,3.22%,$0
2021-05-14 17:21:27.136586,crvCOMP,v2,19.13%,"$36,106,016"
2021-05-14 17:21:27.147279,UNI,v2,NEW ✨,"$2,095,429"
2021-05-14 17:21:27.157356,crvFRAX,v2,13.78%,"$26,284,394"
2021-05-14 17:21:27.169892,crvLUSD,v2,37.83%,"$67,790,137"
2021-05-14 17:21:27.190634,crvHBTC,v2,15.62%,"$21,632,685"
2021-05-14 17:21:27.204756,crvDUSD,v2,84.94%,"$2,948,935"
2021-05-14 17:21:27.218845,crvTUSD,v2,42.75%,$0
2021-05-14 17:21:27.231153,crvOBTC,v2,18.69%,"$9,257,869"
2021-05-14 17:21:27.243466,crvRENBTC,v2,4.73%,"$195,928"
2021-05-14 17:21:27.255893,crvSAAVE,v2,0.00%,"$5,411,801"
2021-05-14 17:21:27.268587,USDT,v2,6.66%,"$41,977,484"
2021-05-14 17:21:27.281156,DAI,v2,13.72%,"$684,621,017"
2021-05-14 17:21:27.294349,1INCH,v2,4.94%,"$850,469"
2021-05-14 17:21:27.310081,crvPBTC,v2,13.17%,"$2,114,541"
2021-05-14 17:21:27.324633,WETH,v2,3.56%,"$253,932,531"
2021-05-14 17:21:27.339464,yCRV,v2,17.92%,"$1,784,975"
2021-05-14 17:21:27.355365,crvBUSD,v2,65.95%,"$38,252"
2021-05-14 17:21:27.371320,crvSETH,v2,10.11%,"$179,748,139"
2021-05-14 17:21:27.386917,crvSTETH,v2,11.00%,"$446,999,251"
2021-05-14 17:21:27.405264,3Crv,v2,13.51%,"$3,396,743"
2021-05-14 17:21:27.422574,YFI,v2,0.90%,"$186,087,666"
2021-05-14 17:21:27.442714,crvGUSD,v2,24.36%,"$5,071,246"
2021-05-14 17:21:27.460950,crvSBTC,v2,3.46%,"$5,843,090"
2021-05-14 17:21:27.479992,ETH,v2,3.56%,"$253,932,531"
2021-05-14 17:21:27.500177,crvMUSD,v1,26.39%,"$2,486,434"
2021-05-14 17:21:27.519692,crvAAVE,v1,0.00%,"$39,835,246"
2021-05-14 17:21:27.542802,USDC,v1,8.75%,"$13,574,841"
2021-05-14 17:21:27.565993,crvDUSD,v1,94.85%,"$6,841,940"
2021-05-14 17:21:27.588257,crvUSDN,v1,27.46%,"$82,439,206"
2021-05-14 17:21:27.610335,crvUST,v1,40.18%,"$6,175,341"
2021-05-14 17:21:27.631793,crvLINK,v1,9.13%,"$90,904,231"
2021-05-14 17:21:27.657123,crvSUSD,v1,30.46%,"$42,718,192"
2021-05-14 17:21:27.682677,USDT,v1,9.05%,"$8,893,831"
2021-05-14 17:21:27.705659,crvEURS,v1,58.58%,"$58,367,569"
2021-05-14 17:21:27.728847,crvHUSD,v1,41.22%,$760
2021-05-14 17:21:27.752540,TUSD,v1,12.87%,"$3,135,924"
2021-05-14 17:21:27.776261,DAI,v1,9.27%,"$6,350,038"
2021-05-14 17:21:27.804215,crvUSDP,v1,33.93%,"$72,896,589"
2021-05-14 17:21:27.829531,crvAETH,v1,22.59%,"$3,611,270"
2021-05-14 17:21:27.855115,mUSD,v1,29.04%,"$112,166"
2021-05-15 19:58:05.307721,yveCRV - ETH,v1,0.00%,"$3,885,034"
2021-05-15 19:58:05.317408,yveCRV,v1,19.17%,$0
2021-05-15 19:58:05.325717,yvBOOST,v2,NEW ✨,"$9,872,862"
2021-05-15 19:58:05.333300,yvBOOST - ETH,v2,55.04%,"$19,860,181"
2021-05-15 19:58:05.370517,USDC,v2,16.84%,"$230,942,952"
2021-05-15 19:58:05.377528,WBTC,v2,3.64%,"$384,015,985"
2021-05-15 19:58:05.391155,crvIB,v2,31.36%,"$200,693,221"
2021-05-15 19:58:05.403063,crvYBUSD,v2,15.02%,"$17,972,377"
2021-05-15 19:58:05.418215,crvTBTC,v2,10.03%,$0
2021-05-15 19:58:05.429053,crvBBTC,v2,3.50%,$0
2021-05-15 19:58:05.442799,crvCOMP,v2,17.45%,"$37,316,219"
2021-05-15 19:58:05.456582,UNI,v2,NEW ✨,"$2,123,052"
2021-05-15 19:58:05.470982,crvFRAX,v2,11.11%,"$25,983,550"
2021-05-15 19:58:05.485170,crvLUSD,v2,30.05%,"$70,341,074"
2021-05-15 19:58:05.500763,crvHBTC,v2,13.33%,"$21,095,462"
2021-05-15 19:58:05.520530,crvDUSD,v2,27.85%,"$3,325,223"
2021-05-15 19:58:05.539198,crvTUSD,v2,37.06%,$0
2021-05-15 19:58:05.557942,crvOBTC,v2,19.17%,"$8,053,248"
2021-05-15 19:58:05.574159,crvRENBTC,v2,4.58%,"$136,573"
2021-05-15 19:58:05.592944,crvSAAVE,v2,0.00%,"$5,260,959"
2021-05-15 19:58:05.611204,USDT,v2,5.98%,"$41,985,628"
2021-05-15 19:58:05.635170,DAI,v2,13.48%,"$704,794,451"
2021-05-15 19:58:05.657062,1INCH,v2,4.94%,"$796,316"
2021-05-15 19:58:05.676172,crvPBTC,v2,10.18%,"$1,941,185"
2021-05-15 19:58:05.699711,WETH,v2,4.08%,"$222,739,666"
2021-05-15 19:58:05.724369,yCRV,v2,15.91%,"$18,324,972"
2021-05-15 19:58:05.750020,crvBUSD,v2,50.18%,"$1,520,026"
2021-05-15 19:58:05.773977,crvSETH,v2,9.63%,"$158,176,736"
2021-05-15 19:58:05.807472,crvSTETH,v2,10.50%,"$405,353,284"
2021-05-15 19:58:05.835298,3Crv,v2,9.55%,"$6,458,938"
2021-05-15 19:58:05.861182,YFI,v2,1.55%,"$153,806,379"
2021-05-15 19:58:05.891878,crvGUSD,v2,19.88%,"$7,444,881"
2021-05-15 19:58:05.920501,crvSBTC,v2,3.12%,"$5,610,053"
2021-05-15 19:58:06.001936,ETH,v2,4.08%,"$222,739,666"
2021-05-15 19:58:06.053676,crvMUSD,v1,22.75%,"$2,229,532"
2021-05-15 19:58:06.096231,crvAAVE,v1,0.00%,"$39,958,772"
2021-05-15 19:58:06.137531,USDC,v1,8.27%,"$13,535,107"
2021-05-15 19:58:06.170491,crvUSDN,v1,26.46%,"$67,414,386"
2021-05-15 19:58:06.201921,crvUST,v1,37.31%,"$7,932,363"
2021-05-15 19:58:06.325192,crvLINK,v1,9.26%,"$80,608,704"
2021-05-15 19:58:06.427692,crvSUSD,v1,23.78%,"$42,660,304"
2021-05-15 19:58:06.473800,USDT,v1,8.61%,"$8,817,599"
2021-05-15 19:58:06.521235,crvEURS,v1,50.66%,"$61,898,788"
2021-05-15 19:58:06.574721,crvHUSD,v1,34.95%,$684
2021-05-15 19:58:06.626415,TUSD,v1,12.88%,"$3,145,312"
2021-05-15 19:58:06.685659,DAI,v1,8.79%,"$6,372,282"
2021-05-15 19:58:06.728702,crvUSDP,v1,28.21%,"$72,958,410"
2021-05-15 19:58:06.807642,crvAETH,v1,23.68%,"$4,188,004"
2021-05-15 19:58:06.876832,mUSD,v1,22.86%,"$102,948"
2021-05-17 17:29:11.533668,yveCRV - ETH,v1,0.00%,$0
2021-05-17 17:29:11.541520,yveCRV,v1,22.69%,$0
2021-05-17 17:29:11.553170,yvBOOST,v2,NEW ✨,"$8,741,105"
2021-05-17 17:29:11.558780,yvBOOST - ETH,v2,NEW ✨,$0
2021-05-17 17:29:11.564582,USDC,v2,15.48%,"$244,561,265"
2021-05-17 17:29:11.572296,WBTC,v2,3.43%,"$333,896,771"
2021-05-17 17:29:11.580102,crvIB,v2,21.24%,"$204,013,950"
2021-05-17 17:29:11.587755,crvYBUSD,v2,11.23%,"$18,456,433"
2021-05-17 17:29:11.595684,crvTBTC,v2,10.79%,$605
2021-05-17 17:29:11.633223,crvBBTC,v2,4.59%,$0
2021-05-17 17:29:11.642619,crvCOMP,v2,15.50%,"$40,352,125"
2021-05-17 17:29:11.654933,UNI,v2,NEW ✨,"$2,118,091"
2021-05-17 17:29:11.667694,crvFRAX,v2,10.89%,"$25,516,597"
2021-05-17 17:29:11.684595,crvLUSD,v2,30.06%,"$74,461,546"
2021-05-17 17:29:11.694502,crvHBTC,v2,13.20%,"$19,253,050"
2021-05-17 17:29:11.706203,crvDUSD,v2,23.40%,"$3,846,402"
2021-05-17 17:29:11.717877,crvTUSD,v2,35.68%,$0
2021-05-17 17:29:11.730576,crvOBTC,v2,18.86%,"$7,838,832"
2021-05-17 17:29:11.743336,crvRENBTC,v2,5.11%,"$124,576"
